Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0175258848470044,-6.93889390390723E-18,-0.0434907756108515,0,0,0,31.8459124902102,0.576724606534719,-2.98054260107805E-17,0.0257206071314688,1.8511480910675,6.08510112063227E-18,2.37865353514719,0,0,0,0,0,0,package://bot/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot/meshes/base_link.STL,,base-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
linkleft,-0.11696105411945,0.25527027027027,-0.03909954689,0,0,0,1.0461503536454,0.003498401161919,2.53035420170816E-18,8.26739449559682E-21,0.00657802377771899,-6.7190252862076E-19,0.003498401161919,0,0,0,0,0,0,package://bot/meshes/linkleft.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot/meshes/linkleft.STL,,wheel-1,Coordinate System1,Axis1,leftjoint,continuous,0,0,0,0,0,0,base_link,0,-1,0,1,1,,,,,,,,,,
linkright,6.24500451351651E-17,0.0147297297297297,-4.85722573273506E-17,0,0,0,1.0461503536454,0.00349840116191899,6.79632873406198E-19,-6.33351239789669E-19,0.00657802377771899,2.95254314555468E-19,0.00349840116191899,0,0,0,0,0,0,package://bot/meshes/linkright.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot/meshes/linkright.STL,,wheel-2,Coordinate System3,Axis1,rightjoint,continuous,-0.11696105411945,-0.27,-0.03909954689,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
